"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"consent";"mood_1_1";"mood_1_2";"mood_1_3";"mood_1_4";"mood_1_5";"mood_2_1";"mood_2_2";"mood_2_3";"mood_2_4";"mood_2_5";"mood_3_1";"mood_3_2";"mood_3_3";"mood_3_4";"mood_3_5";"mood_4_1";"mood_4_2";"mood_4_3";"mood_4_4";"mood_4_5";"NS_1";"NS_2";"NS_3";"NS_4";"NS_5";"perception";"gender";"age";"german";"data_use";"data_use_not";"careful";"comments";"browser";"referer";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts5996095";"rts5996099";"rts5996101";"rts5996105";"rts5996106";"rts5996111";"rts5996113";"rts5996117";"rts5996121";"rts5996122";"rts5996123";"rts5996127";"rts5996128";"rts5996129";"rts5996131";"rts5996132";"rts5996133";"rts5996141";"rts5996145";"rts5996699"
"254";"0";"1";"31";"5996094";"-77";"1";"4";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"6";"7";"7";"2";"3";"6";"7";"6";"4";"3";"1";"86";"1";"2";"Testtext";"4";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996108,5996120,5996121,5996122,5996123,5996141,5996145,5996699,5996105,5996106,5996094";"1";"1";"0";"-77";"-77";"eba53fe832d6b10674eefac533a0c68f";"1";"0";"1543330476";"2018-11-27 14:54:36";"2018-11-27 14:54:37";"0000-00-00 00:00:00";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"255";"0";"1";"31";"5996094";"-77";"1";"2";"1";"-77";"-77";"-77";"-77";"-77";"6";"1";"3";"4";"7";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"5";"4";"7";"6";"3";"3";"39";"1";"1";"Testtext";"6";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996127,5996128,5996129,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"0";"1";"0";"-77";"-77";"7d44efb8b4d1b0c4972d5b5e71cdbddd";"1";"0";"1543330477";"2018-11-27 14:54:37";"2018-11-27 14:54:38";"0000-00-00 00:00:00";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"256";"0";"1";"31";"5996094";"-77";"0";"3";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"2";"1";"1";"3";"-77";"-77";"-77";"-77";"-77";"5";"7";"6";"6";"4";"4";"1";"43";"4";"1";"Testtext";"4";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996108,5996111,5996113,5996117,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"1";"1";"0";"-77";"-77";"32d61c203e11308662845d2e2d0f8be9";"1";"0";"1543330478";"2018-11-27 14:54:38";"2018-11-27 14:54:38";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"257";"0";"1";"31";"5996701";"-77";"1";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"1";"1";"0";"-77";"-77";"48fd76df868f279f001f40dc65f679c0";"1";"0";"1543330478";"2018-11-27 14:54:38";"2018-11-27 14:54:39";"0000-00-00 00:00:00";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"258";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"1";"0";"-77";"-77";"9a8cd4c4ba13c8421d35c053a2517395";"1";"0";"1543330479";"2018-11-27 14:54:39";"2018-11-27 14:54:39";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"259";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"1";"0";"-77";"-77";"6dd6422d77ecf2f13c7f48f728536a96";"1";"0";"1543330479";"2018-11-27 14:54:39";"2018-11-27 14:54:39";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"260";"0";"1";"31";"5996094";"-77";"0";"1";"1";"6";"3";"5";"7";"5";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"1";"2";"1";"5";"2";"2";"85";"3";"1";"Testtext";"5";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996131,5996132,5996133,5996126,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"0";"0";"0";"-77";"-77";"2c54058ae7e650a7e5ce9d8808de76eb";"1";"0";"1543330480";"2018-11-27 14:54:40";"2018-11-27 14:54:40";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"261";"0";"1";"31";"5996701";"-77";"1";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"0";"0";"-77";"-77";"a24dff4f527deb470aa4ad8e908159ee";"1";"0";"1543330480";"2018-11-27 14:54:40";"2018-11-27 14:54:41";"0000-00-00 00:00:00";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"262";"0";"1";"31";"5996094";"-77";"0";"4";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"5";"1";"3";"6";"1";"6";"6";"3";"4";"3";"1";"9";"3";"1";"Testtext";"7";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996108,5996120,5996121,5996122,5996123,5996141,5996145,5996699,5996105,5996106,5996094";"0";"0";"0";"-77";"-77";"0bb664116aa21f39d1b3ce92d4f2513c";"1";"0";"1543330481";"2018-11-27 14:54:41";"2018-11-27 14:54:41";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"263";"0";"1";"31";"5996094";"-77";"0";"2";"1";"-77";"-77";"-77";"-77";"-77";"4";"4";"5";"5";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"2";"3";"4";"2";"4";"7";"3";"93";"4";"1";"Testtext";"4";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996127,5996128,5996129,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"1";"1";"0";"-77";"-77";"245d28dcbff64b0528b9c9a5baf41dd9";"1";"0";"1543330482";"2018-11-27 14:54:42";"2018-11-27 14:54:42";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"264";"0";"1";"31";"5996094";"-77";"1";"3";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"6";"6";"2";"4";"4";"-77";"-77";"-77";"-77";"-77";"3";"2";"7";"6";"2";"1";"2";"81";"4";"2";"Testtext";"2";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996108,5996111,5996113,5996117,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"1";"1";"0";"-77";"-77";"03afb627f3d0305ae65e84ea3cd701c2";"1";"0";"1543330483";"2018-11-27 14:54:43";"2018-11-27 14:54:44";"0000-00-00 00:00:00";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"265";"0";"1";"31";"5996094";"-77";"1";"4";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"2";"4";"1";"4";"6";"2";"1";"2";"1";"4";"1";"67";"3";"2";"Testtext";"7";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996108,5996120,5996121,5996122,5996123,5996141,5996145,5996699,5996105,5996106,5996094";"1";"1";"0";"-77";"-77";"edf9d1af6a2dff316ca264b6296891fe";"1";"0";"1543330484";"2018-11-27 14:54:44";"2018-11-27 14:54:45";"0000-00-00 00:00:00";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"266";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"1";"1";"0";"-77";"-77";"b8c68f4ab410685e8f88bee342ba5b45";"1";"0";"1543330485";"2018-11-27 14:54:45";"2018-11-27 14:54:45";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"267";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"1";"0";"0";"-77";"-77";"3371e196b8679da724c3a5e98316eef3";"1";"0";"1543330485";"2018-11-27 14:54:45";"2018-11-27 14:54:45";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"268";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"1";"0";"-77";"-77";"486a26d0afda31784fcbcab2ddc31007";"1";"0";"1543330485";"2018-11-27 14:54:45";"2018-11-27 14:54:45";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"269";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"0";"0";"-77";"-77";"6fa8b714950c2bdd05020cef31bd97ca";"1";"0";"1543330486";"2018-11-27 14:54:46";"2018-11-27 14:54:46";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"270";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"1";"0";"0";"-77";"-77";"1b0fe5e0f2b71154f58767aac77b3d6c";"1";"0";"1543330486";"2018-11-27 14:54:46";"2018-11-27 14:54:46";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"271";"0";"1";"31";"5996094";"-77";"1";"1";"1";"1";"7";"7";"5";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"3";"7";"6";"7";"3";"6";"2";"48";"2";"2";"Testtext";"6";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996131,5996132,5996133,5996126,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"0";"1";"0";"-77";"-77";"8df3037ffe556d8f4b8b56316e789ffe";"1";"0";"1543330487";"2018-11-27 14:54:47";"2018-11-27 14:54:48";"0000-00-00 00:00:00";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1"
"272";"0";"1";"31";"5996094";"-77";"1";"2";"1";"-77";"-77";"-77";"-77";"-77";"2";"3";"3";"5";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"2";"3";"1";"7";"3";"2";"0";"4";"2";"Testtext";"2";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996127,5996128,5996129,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"0";"1";"0";"-77";"-77";"f8fc8504727a9233096f0caa09af7572";"1";"0";"1543330487";"2018-11-27 14:54:47";"2018-11-27 14:54:48";"0000-00-00 00:00:00";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1"
"273";"0";"1";"31";"5996094";"-77";"1";"3";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"3";"6";"5";"7";"6";"-77";"-77";"-77";"-77";"-77";"6";"1";"5";"1";"6";"1";"1";"90";"1";"2";"Testtext";"6";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996108,5996111,5996113,5996117,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"0";"1";"0";"-77";"-77";"04526fdb3a716f1a3c886c903b76f81b";"1";"0";"1543330488";"2018-11-27 14:54:48";"2018-11-27 14:54:49";"0000-00-00 00:00:00";"0";"1";"0";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"274";"0";"1";"31";"5996094";"-77";"1";"1";"1";"7";"1";"3";"5";"4";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"5";"5";"5";"1";"7";"5";"1";"44";"2";"1";"Testtext";"2";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996131,5996132,5996133,5996126,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"0";"0";"0";"-77";"-77";"1b14a337e60a64d59105dacdcd64f988";"1";"0";"1543330489";"2018-11-27 14:54:49";"2018-11-27 14:54:50";"0000-00-00 00:00:00";"1";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1";"1";"1";"1"
"275";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"1";"0";"-77";"-77";"57de71d6adc8219b0f074264f8bf74a1";"1";"0";"1543330490";"2018-11-27 14:54:50";"2018-11-27 14:54:50";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"276";"0";"1";"31";"5996094";"-77";"1";"4";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"7";"4";"1";"5";"4";"2";"4";"3";"2";"7";"4";"3";"47";"4";"2";"Testtext";"6";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996108,5996120,5996121,5996122,5996123,5996141,5996145,5996699,5996105,5996106,5996094";"1";"0";"0";"-77";"-77";"d327863adf8ef5cd4067196886b03ec0";"1";"0";"1543330490";"2018-11-27 14:54:50";"2018-11-27 14:54:51";"0000-00-00 00:00:00";"1";"1";"1";"1";"1";"0";"0";"0";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"277";"0";"1";"31";"5996094";"-77";"1";"2";"1";"-77";"-77";"-77";"-77";"-77";"3";"1";"3";"3";"3";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"1";"2";"1";"1";"5";"2";"77";"4";"1";"Testtext";"4";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996127,5996128,5996129,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"0";"1";"0";"-77";"-77";"1f949353014b06ef62ffc35c29fffc20";"1";"0";"1543330492";"2018-11-27 14:54:52";"2018-11-27 14:54:53";"0000-00-00 00:00:00";"0";"0";"0";"1";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1"
"278";"0";"1";"31";"5996094";"-77";"1";"3";"1";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"4";"7";"5";"6";"1";"-77";"-77";"-77";"-77";"-77";"2";"1";"6";"6";"4";"2";"3";"50";"3";"1";"Testtext";"7";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996108,5996111,5996113,5996117,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"0";"0";"0";"-77";"-77";"e49b292b513802a271f8e25fc93efbe6";"1";"0";"1543330493";"2018-11-27 14:54:53";"2018-11-27 14:54:54";"0000-00-00 00:00:00";"0";"0";"0";"1";"1";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"1";"1"
"279";"0";"1";"31";"5996701";"-77";"0";"-66";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-66";"-77";"-77";"-66";"-77";"-66";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996701";"0";"0";"0";"-77";"-77";"e36d4a35d1baac5574dc852a172b4e88";"1";"0";"1543330494";"2018-11-27 14:54:54";"2018-11-27 14:54:54";"0000-00-00 00:00:00";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"280";"0";"1";"31";"5996094";"-77";"1";"2";"1";"-77";"-77";"-77";"-77";"-77";"3";"4";"6";"2";"2";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"-77";"1";"3";"2";"3";"1";"1";"2";"59";"1";"1";"Testtext";"6";"Testtext";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/604.4.7 (KHTML, like Gecko) Version/11.0.2 Safari/604.4.7";"-99";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-66";"-66";"0";"-66";"5996095,5996101,5996102,5996099,5996130,5996126,5996127,5996128,5996129,5996108,5996120,5996141,5996145,5996699,5996105,5996106,5996094";"1";"1";"0";"-77";"-77";"80672bb58dab13bb29e30f3363001cc2";"1";"0";"1543330494";"2018-11-27 14:54:54";"2018-11-27 14:54:55";"0000-00-00 00:00:00";"0";"1";"1";"1";"1";"0";"0";"0";"0";"0";"0";"1";"1";"1";"0";"0";"0";"1";"1";"1"
